# color,number_of_stars,G_B,G_V,G_J,G_H,G_K,G_B_std,G_V_std,G_J_std,G_H_std,G_K_std,G_B_std_err,G_V_std_err,G_J_std_err,G_H_std_err,G_K_std_err
1.000000000000000056e-01,4.740000000000000000e+02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,4.084394100823787732e-02,-4.601208449669458647e-03,-7.147624502958570616e-03,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,9.885058181827689749e-02,1.264161592383661326e-01,1.505118091387541712e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,4.540357596144702253e-03,5.806486500287136830e-03,6.913236354935359436e-03
2.000000000000000111e-01,4.740000000000000000e+02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,1.526441058439537146e-01,1.294183436738783610e-01,1.519521074869454313e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,8.337299511467273494e-02,1.108956677591430989e-01,2.906153926382182978e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,3.829448494072991340e-03,5.093606716603757759e-03,1.334840707308353061e-03
3.000000000000000444e-01,6.320000000000000000e+02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,2.217258593306427328e-01,2.195264984892055238e-01,2.524995857758529083e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,5.078581271578315459e-02,5.857594956398296665e-02,2.868400545576560087e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,2.020151161941285013e-03,2.330026167656841334e-03,1.140988473983535261e-03
4.000000000000000222e-01,9.000000000000000000e+02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,2.960458262527199125e-01,3.145447211561149259e-01,3.523791583144875728e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,5.826290187347610283e-02,7.436904371080857445e-02,2.944331360127712405e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,1.942096729115870037e-03,2.478968123693618946e-03,9.814437867092374972e-04
5.000000000000000000e-01,1.037000000000000000e+03,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,3.718046071931449537e-01,4.119830054652555695e-01,4.522076882097222916e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,4.233404760959414564e-02,5.392733419385541127e-02,2.866375625897213397e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,1.314620546508826976e-03,1.674632725967447515e-03,8.901100897714753560e-04
5.999999999999999778e-01,1.342000000000000000e+03,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,4.410500346740386379e-01,5.057951716229212025e-01,5.508808639930899975e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,5.381857250197274317e-02,6.331566218280851310e-02,2.920563324142502054e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,1.469115417148936058e-03,1.728362740508366862e-03,7.972423657465495641e-04
7.000000000000000666e-01,1.808000000000000000e+03,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,5.144029299505500363e-01,nan,6.533686355415154745e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,3.889398084996964489e-02,nan,2.846324605555251505e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,9.147094860019611010e-04,nan,6.693992386598840568e-04
8.000000000000000444e-01,2.357000000000000000e+03,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,5.845136676079817351e-01,7.014080153252409966e-01,7.537847667050316947e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,4.374658109830058955e-02,5.048889845829185319e-02,2.849081387694809772e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,9.010820247648627847e-04,1.039958728402492084e-03,5.868472372218485429e-04
9.000000000000000222e-01,4.044000000000000000e+03,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,6.575590264460202672e-01,8.029628370357889677e-01,8.552996316041232561e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,4.102898736744993446e-02,4.992310825341646913e-02,2.886976404381945069e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,6.451864306281233962e-04,7.850476964351436925e-04,4.539809829985012152e-04
1.000000000000000000e+00,7.468000000000000000e+03,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,7.239492138390611897e-01,nan,9.543009824287450593e-01,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,3.472513476738795651e-02,nan,2.869196946748452798e-02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,4.018294706572084424e-04,nan,3.320153825309209595e-04
