# color,number_of_stars,G_B,G_V,G_J,G_H,G_K,G_B_std,G_V_std,G_J_std,G_H_std,G_K_std,G_B_std_err,G_V_std_err,G_J_std_err,G_H_std_err,G_K_std_err
1.100000000000000089e+00,7.737000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,7.862609512232464626e-01,9.935945476597557446e-01,1.054480030352683784e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.011610213446236251e-02,6.857842494110001630e-02,2.854263180226024321e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.834464864852179836e-04,7.796527371294149434e-04,3.244947813925738961e-04
1.200000000000000178e+00,1.102100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.489063585878618978e-01,1.086753471827249573e+00,1.151833771642545301e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.398477466044620587e-02,6.980718272410987857e-02,2.875568898987290734e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.094893812874789714e-04,6.649509486237365104e-04,2.739133986786879138e-04
1.300000000000000266e+00,1.270300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.136307924777083977e-01,1.180589311453035473e+00,1.250767141010483030e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.732774021218142030e-02,7.106233052636513892e-02,2.865239897672796493e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.086413622698633024e-04,6.305017513549444072e-04,2.542189033421171033e-04
1.400000000000000133e+00,1.406500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.777825822026713354e-01,1.273664773777630543e+00,1.349965661283154761e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.862635759174743277e-02,8.131536352154318525e-02,2.877587346973588950e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.943369166519732440e-04,6.856504093191757724e-04,2.426379046785424485e-04
1.500000000000000222e+00,1.253700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.040709260758138743e+00,1.366866633701316891e+00,1.448930845673673584e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.077834964481377611e-02,8.258597594707726974e-02,2.932723526137841902e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.321259494406556356e-04,7.375806121223204377e-04,2.619234063396489462e-04
1.600000000000000089e+00,1.012300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.105675192509528504e+00,1.460370041218763015e+00,1.548320159132061669e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.281252195887742695e-02,9.249575029747339472e-02,2.867842097371793922e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.236881398495939284e-04,9.193209584826067060e-04,2.850365921951577793e-04
1.700000000000000178e+00,8.343000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.169067960869675904e+00,1.553333813890084292e+00,1.648582047386219829e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.391010762703407511e-02,1.070483720144037726e-01,2.896495747324051573e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.186565086537069446e-04,1.171976612506835319e-03,3.171113404351947034e-04
1.800000000000000266e+00,6.730000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.225494208980633992e+00,1.637964037162588093e+00,1.748162554915202893e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.278892035301595898e-01,1.548643384797385170e-01,2.876041566385509340e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.558929051926943995e-03,1.887747438403417901e-03,3.505803952661656312e-04
1.900000000000000133e+00,5.477000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.280068641120725381e+00,1.711624604497313795e+00,1.847320604959891588e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.662312458893701606e-01,2.355952171694474240e-01,2.877131415727732233e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.246163105465462991e-03,3.183428493234770167e-03,3.887660470212778467e-04
2.000000000000000000e+00,4.082000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.328108523535646679e+00,1.775548256243753009e+00,1.947444394661596467e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.268375550290479270e-01,3.295525973280494236e-01,2.912209897416445301e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.550409585426886686e-03,5.158081960044059132e-03,4.558124395776685825e-04
2.100000000000000089e+00,2.793000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.369607231243938017e+00,1.813791262732156406e+00,2.046738270487445721e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.882210223461713627e-01,4.517791776901530221e-01,2.881382943066266786e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.453686715483871926e-03,8.548516272840651908e-03,5.452121344552250540e-04
2.200000000000000178e+00,1.916000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.414621098305337776e+00,1.842825676802553492e+00,2.146236967194304235e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.386625589343216780e-01,5.693435828224945316e-01,2.880192805152627378e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.736943639511165843e-03,1.300698614478158072e-02,6.579968412957352183e-04
2.300000000000000266e+00,1.266000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.482830944407796059e+00,1.935678501264743945e+00,2.246548964513986668e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.450587376977459209e-01,5.834259634610888812e-01,2.825218762062994132e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.697865942571912840e-03,1.639716999723568949e-02,7.940269241037356757e-04
2.400000000000000355e+00,7.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.553809204024132917e+00,2.042385669135272863e+00,2.345527739260290456e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.514410929007501516e-01,5.699913798285681787e-01,2.919226798358377784e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.292796958289389037e-02,2.096747184603271752e-02,1.073854936633827743e-03
2.500000000000000444e+00,5.040000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.659757934865497386e+00,2.192138881910414838e+00,2.447345242613837790e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.619943923988996004e-01,4.809071685686563957e-01,2.869562121164800916e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.167015778110349136e-02,2.142130785270778687e-02,1.278204560412259149e-03
2.600000000000000089e+00,2.730000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.728446857396499503e+00,2.263461505973732191e+00,2.548201440454839428e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.843145757392297468e-01,5.479171638795151678e-01,2.797710333879725036e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.720750091764313913e-02,3.316145532016868958e-02,1.693251322496037471e-03
2.700000000000000178e+00,1.940000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.789350504727707625e+00,2.383768052169957130e+00,2.642201013171795676e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.679260947669131476e-01,4.658239032754097342e-01,2.758517571629833312e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.923597256444945641e-02,3.344420718357405536e-02,1.980500196242029626e-03
2.800000000000000266e+00,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.592714241572788847e+00,2.174357243946620333e+00,2.723142998559134220e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.503442232948328794e-01,8.889544590369087285e-01,2.207713472707042990e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.738118047883480677e-01,2.375830727257916275e-01,5.900362445024755903e-03
2.900000000000000355e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.819999217987060547e-01,2.834499835968017578e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.181258515313359903e+00,2.299437545734939192e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.906292576566799513e-01,1.149718772867469596e-02
