# color,number_of_stars,G_u,G_g,G_GB,G_r,G_i,G_GR,G_z,G_J,G_H,G_K,G_u_std,G_g_std,G_GB_std,G_r_std,            G_i_std,G_GR_std,G_z_std,G_J_std,G_H_std,G_K_std,G_u_std_err,G_u_std_err,G_g_std_err,G_GB_std_err,            G_r_std_err,G_i_std_err,G_GR_std_err,G_z_std_err,G_J_std_err,G_H_std_err,G_K_std_err
-4.000000000000000222e-01,5.940000000000000000e+02,2.176224373072778440e-02,3.711200263483722256e-02,8.024377092367862563e-02,-3.184231679131078740e-01,2.176224373072778440e-02,-1.404273481882782892e-01,-7.903502055843408813e-01,-3.763317467789056847e-01,-3.815118941393765284e-01,-7.388940575949672906e-01,7.959690910948458153e-01,9.511404142287512853e-01,2.703268732427236420e-01,1.092298014295385755e+00,7.959690910948458153e-01,1.216594160551844883e-01,7.445915693119118384e-01,2.760446046327907910e-01,4.252031945914888644e-01,2.721615848721192776e-01,3.265900739877629355e-02,3.902576390603904044e-02,1.109164595974264540e-02,4.481753039112783971e-02,3.265900739877629355e-02,4.991746304635876451e-03,3.055096214574812979e-02,1.132624732035021273e-02,1.744629839714723768e-02,1.116692508973578940e-02
-2.000000000000000111e-01,3.440000000000000000e+02,-7.401414476245878893e-01,-1.192803885124588348e+00,3.062036079029697988e-02,-1.113289247624587919e+00,-7.401414476245878893e-01,-8.749629106632494935e-02,-1.077705367624588018e+00,-2.414164480774900756e-01,-2.135152906872505307e-01,-2.942071834275887809e-01,2.158260802298963998e+00,3.876997695850880277e+00,2.540425692523020085e-01,2.470985780517915398e+00,2.158260802298963998e+00,9.452823232848825419e-02,1.665192043669724509e+00,2.237060237561450393e-01,3.426314423373339468e-01,5.857452889142478886e-02,1.163656238040876034e-01,2.090337066234706498e-01,1.369705737710114057e-02,1.332266246297548196e-01,1.163656238040876034e-01,5.096620718999904376e-03,8.978113799260376005e-02,1.206142046196969665e-02,1.847344930696435961e-02,3.158126944723629870e-03
0.000000000000000000e+00,5.830000000000000000e+02,-1.250231516115856145e+00,-1.854372081740856215e+00,2.628152149239772542e-02,-1.787866548407522904e+00,-1.250231516115856145e+00,-6.102950589353681177e-02,-1.178110223407522916e+00,-1.444571386275118885e-01,-1.502931228618031856e-01,-8.856006674660206468e-02,2.230407419374040856e+00,3.268126781999808550e+00,7.140157534875957168e-02,2.678364167809278662e+00,2.230407419374040856e+00,7.422172899266286927e-02,1.334622304161264150e+00,2.787637331833737186e-01,3.537032056926777690e-01,5.800126715461115939e-02,9.237403695813557747e-02,1.353519816702581646e-01,2.957151102907680951e-03,1.109265098723514059e-01,9.237403695813557747e-02,3.073949932873308848e-03,5.527440815469678026e-02,1.154521419180700240e-02,1.464889002388453966e-02,2.402167043213299883e-03
2.000000000000000666e-01,9.020000000000000000e+02,-2.066099436287530899e+00,-3.231664026853568572e+00,-2.182836670192841999e-02,-2.648091683457342249e+00,-2.066099436287530899e+00,3.534006093371351142e-03,-1.758169189589417369e+00,2.425744607549023754e-02,4.417651482009052333e-02,1.040412642210391536e-01,2.976082421604358874e+00,4.206638600479334578e+00,1.732687981821107448e-01,3.365176785436589491e+00,2.976082421604358874e+00,1.292888161023404980e-01,2.470291330640145500e+00,2.295957265723366503e-01,2.946344026939094474e-01,5.826295473823771276e-02,9.909270548118789823e-02,1.400657444421110620e-01,5.769219919011310538e-03,1.120481306803435828e-01,9.909270548118789823e-02,4.304846694781446978e-03,8.225170428844992554e-02,7.644701486697083950e-03,9.810252524872654228e-03,1.939944193893529357e-03
4.000000000000000222e-01,1.091000000000000000e+03,-1.925418163273925787e+00,-2.825048722097455389e+00,-5.510779858513653595e-02,-2.826245670724906400e+00,-1.925418163273925787e+00,7.445335980936969300e-02,-1.671564149940592436e+00,1.713926387860291167e-01,2.198655974635500832e-01,3.037895015573194857e-01,2.693912452993882489e+00,3.448937276276805353e+00,8.511192636882505824e-02,3.363265065533865172e+00,2.693912452993882489e+00,1.020159215594349245e-01,2.433204232365340669e+00,2.591901590127174138e-01,3.250088353419349207e-01,5.758071097910241742e-02,8.155885170745257040e-02,1.044174110229721397e-01,2.576784176314280816e-03,1.018236641015873301e-01,8.155885170745257040e-02,3.088556723147513772e-03,7.366584721076732678e-02,7.847044813745205835e-03,9.839721174237035448e-03,1.743269965115293437e-03
5.999999999999999778e-01,1.398000000000000000e+03,-2.051353664075254546e+00,-3.127120789416536262e+00,-1.021525430850229871e-01,-2.802300994945966739e+00,-2.051353664075254546e+00,1.527487539475964884e-01,-1.708186250939715212e+00,3.410253330361689428e-01,4.126247518905072353e-01,5.028414927497613096e-01,2.570370398813995205e+00,3.778200130321669459e+00,7.258875842290483937e-02,3.276561569698219767e+00,2.570370398813995205e+00,9.700881011235291951e-02,2.525656467579068476e+00,2.115818450097658732e-01,2.646238705953268822e-01,5.760574945546164533e-02,6.874515973128672575e-02,1.010488494481479871e-01,1.941403384812123538e-03,8.763240838061010785e-02,6.874515973128672575e-02,2.594523400048833958e-03,6.754927514345568373e-02,5.658806115316328267e-03,7.077427541641842339e-03,1.540679292596680702e-03
8.000000000000001554e-01,2.185000000000000000e+03,-2.228209698237593184e+00,-2.983420765262682739e+00,-1.565343794719935289e-01,-2.852464350029708218e+00,-2.228209698237593184e+00,2.388452810193900933e-01,-1.671503832646195509e+00,5.158754749210803237e-01,6.276048258656546919e-01,7.077111679029137736e-01,2.606840618684483690e+00,3.621785652245829823e+00,7.989038559153774366e-02,3.386769936796337976e+00,2.606840618684483690e+00,1.000475123644202768e-01,2.603558058450359702e+00,1.892790282432859073e-01,2.294158653241928636e-01,5.730850276539242727e-02,5.576847370691406791e-02,7.748132220729248010e-02,1.709105204347036297e-03,7.245360104405135226e-02,5.576847370691406791e-02,2.140329187272281292e-03,5.569824947732519155e-02,4.049270382775766591e-03,4.907922855574361684e-03,1.226008106037274016e-03
1.000000000000000000e+00,4.861000000000000000e+03,-2.044761316305230281e+00,-2.128133096644760247e+00,-2.150955833816999840e-01,-2.077320589957354802e+00,-2.044761316305230281e+00,3.234010693660527291e-01,-1.168214228935661403e+00,6.862693942395092783e-01,8.469914636158741850e-01,9.173738968713223141e-01,1.821921906423376702e+00,2.815207131399179552e+00,5.930655651852194399e-02,2.845696204927127049e+00,1.821921906423376702e+00,6.988671692878138664e-02,1.886911091388521422e+00,1.496283844406083585e-01,1.754206373154253984e-01,5.593632942892177995e-02,2.613165688757722316e-02,4.037825472421136680e-02,8.506284383879544929e-04,4.081555667740896509e-02,2.613165688757722316e-02,1.002378697650812504e-03,2.706379073860838355e-02,2.146106037289100248e-03,2.516041927574028982e-03,8.022895838914193478e-04
1.200000000000000178e+00,1.146300000000000000e+04,-2.100787816402538866e+00,-1.682029287859912348e+00,-2.676109480476762670e-01,-1.674944872652538885e+00,-2.100787816402538866e+00,3.917482879674323293e-01,-9.332526073299582947e-01,8.366255375619938706e-01,1.050241330264438888e+00,1.112180979580693174e+00,1.587515051255865339e+00,2.535631636437975178e+00,4.394243329383600710e-02,2.672307109006945236e+00,1.587515051255865339e+00,5.124646583244385489e-02,1.640686060138053959e+00,1.032020408714815346e-01,1.256898487445491375e-01,5.656305266818003469e-02,1.482752637873474555e-02,2.368301638859785993e-02,4.104260859099921502e-04,2.495957699395353821e-02,1.482752637873474555e-02,4.786463746257868242e-04,1.532414815007537151e-02,9.639158899001337016e-04,1.173953939097871664e-03,5.283037504656877895e-04
1.399999999999999911e+00,1.877700000000000000e+04,-2.163416097394453619e+00,-1.209693723126567422e+00,-3.160881212232767856e-01,-1.049727459563855048e+00,-2.163416097394453619e+00,4.530727063879129712e-01,-7.022737729289161290e-01,9.716298552235456132e-01,1.239807504699646179e+00,1.306068689042135134e+00,1.379928002015192945e+00,1.910623137339404254e+00,4.653831156151240489e-02,2.236424820895319243e+00,1.379928002015192945e+00,4.836115105608653625e-02,1.374261577425955450e+00,9.232645707018440062e-02,1.139284147932567298e-01,5.748440313056792789e-02,1.007032123621625502e-02,1.394318306915790125e-02,3.396233329066011548e-04,1.632079089211446038e-02,1.007032123621625502e-02,3.529258959719323071e-04,1.002896928467162004e-02,6.737721677802794695e-04,8.314170980120133125e-04,4.195047892002997975e-04
