0.485331,0.050598,1.771443,1,17,1,0.05059802,1.77144349,10.521,11.318,mc5,0.333,6030,G1 V,0.050464,1.7714276,0,1/17/02,2.73867E+18,0.050617922,0.513,1.7713464,0.226,5.64,0.83,36.93,1.193,-19.46,0.631,1,1897297,3836.9639,9.829,NOT_AVAILABLE
0.006761,1.264666,1.037707,1,58,1,1.26466582,1.03770719,8.907,9.713,ppN,0.988,5150,G5,1.2646669,1.0377086,416,,2.54622E+18,1.2651227,0.204,1.0375034,0.148,9.03,0.24,109.366,0.101,-49.28,0.058,1,5878078.5,5125.9106,8.602,NOT_AVAILABLE
0.039539,1.292421,2.397203,1,208,1,1.29242145,2.3972029,8.756,9.443,mc5,0.491,5860,G2/3 V,1.2924296,2.39721,429,,2.73908E+18,1.2926065,0.205,2.3970373,0.13,11.51,0.25,42.4,0.091,-41.427,0.069,0,6418763.5,4426.8794,8.506,NOT_AVAILABLE
0.014082,0.526988,0.415348,1,286,1,0.52698834,0.41534826,9.167,9.634,mc5,0.396,6890,F3 V,0.5269881,0.4153441,0,1-286-1     ,2.54607E+18,0.5271777,0.273,0.4153506,0.11,8.07,0.32,45.511,0.704,1.562,0.411,1,4035830,3492.1553,9.01,NOT_AVAILABLE
0.025356,8.96E-04,1.089008,1,381,1,8.96E-04,1.08900761,9.139,9.641,mc5,0.029,6890,F3 V,8.97E-04,1.089001,1,,2.73833E+18,8.72E-04,0.522,1.08898,0.214,7.19,0.68,-5.986,0.082,-5.074,0.042,1,4221590,3425.831,8.961,NOT_AVAILABLE
0.042057,0.038561,1.289504,1,563,1,0.03856132,1.2895044,10.35,10.772,mc5,0.248,4900,G8 IV,0.038556,1.2894934,0,1-563-1     ,2.73861E+18,0.038536523,0.325,1.2893765,0.146,5.9,0.48,-4.677,1.216,-28.043,0.583,1,1541391.9,4034.3777,10.055,NOT_AVAILABLE
0.005967,1.188888,0.0565,1,665,1,1.18888808,0.05650009,8.869,9.321,mc5,0.064,6890,F2/3 V,1.1888868,0.0565011,383,,2.54599E+18,1.1889123,0.277,0.056518722,0.117,5.82,0.34,6.111,0.092,4.227,0.048,1,5526172,4869.0215,8.669,NOT_AVAILABLE
0.014327,1.783053,1.046483,1,733,1,1.78305345,1.04648302,10.21,10.838,mc5,0.472,6030,G1/3 (V),1.7830495,1.0464848,0,1-733-1     ,2.54658E+18,1.783204,0.349,1.0466596,0.184,6.51,0.43,37.062,1.358,41.938,0.618,1,1697860.1,1914.0035,9.95,NOT_AVAILABLE
0.013845,1.718151,1.861024,1,783,1,1.71815055,1.86102352,9.047,9.588,mc5,0.423,6440,F6 V,1.7181507,1.8610278,565,,2.73881E+18,1.7183803,0.292,1.861056,0.21,6.6,0.36,55.081,0.071,6.742,0.035,1,4756903.5,2080.2866,8.831,NOT_AVAILABLE
0.009292,0.546582,0.473283,1,867,1,0.54658188,0.47328317,10.335,10.774,mc5,0.202,6890,F3/5 V,0.5465794,0.4732829,0,1-867-1     ,2.73823E+18,0.54669785,0.387,0.47331443,0.148,5.23,0.48,28.433,1.341,7.564,0.628,1,1498572.6,3419.1274,10.086,NOT_AVAILABLE
0.087841,0.696571,2.130128,1,903,1,0.69657083,2.13012782,7.399,8.025,mc5,0.931,6200,F8/G0 V,0.6965623,2.1301508,223,,2.73906E+18,0.6968213,0.688,2.1297638,0.29,23.54,0.81,62.113,0.06,-92.851,0.032,1,2.23E+07,20451.057,7.155,NOT_AVAILABLE
0.009273,1.95905,0.129938,1,979,1,1.95904964,0.12993801,9.194,9.738,mc5,0.775,6440,F6 V,1.9590482,0.1299398,0,1-979-1     ,2.54591E+18,1.9594129,0.263,0.12977543,0.168,8.2,0.32,87.557,0.785,-39.453,0.432,1,4210729.5,5896.8984,8.964,NOT_AVAILABLE
0.025822,0.491394,0.128582,1,981,1,0.49139388,0.12858244,9.395,10.248,mc5,0.586,5770,G6 V,0.4913885,0.1285774,0,1-981-1     ,2.54604E+18,0.4911629,0.238,0.12837467,0.095,13.87,0.3,-54.157,0.868,-48.656,0.412,1,3518167.5,3804.9097,9.159,NOT_AVAILABLE
0.008529,0.46275,1.5696,1,1122,1,0.46275043,1.56959961,10.814,11.213,ppN,0.591,6200,F8,0.4627488,1.569598,0,1-1122-1    ,2.73846E+18,0.4630076,0.356,1.5695088,0.14,6.69,0.45,62.088,1.585,-21.411,0.624,1,1101262.4,1077.5707,10.42,NOT_AVAILABLE
0.008411,0.115566,0.205058,1,1167,1,0.11556612,0.2050578,9.36,9.81,mc5,0.405,6890,F3 V,0.1155648,0.20506,0,1-1167-1    ,2.7382E+18,0.11565792,0.237,0.20524776,0.108,5.87,0.29,22.344,0.756,45.072,0.406,1,3679334.5,4960.4463,9.11,NOT_AVAILABLE
0.077116,1.831012,1.665078,1,1339,1,1.83101195,1.66507763,9.013,9.714,mc5,0.62,5860,G3 V,1.8310333,1.6650761,604,,2.73879E+18,1.8307008,0.27,1.665056,0.214,9.85,0.32,-79.796,0.076,-4.821,0.047,1,5181060,2390.725,8.739,NOT_AVAILABLE
0.033424,3.396655,0.47124,2,111,1,3.39665487,0.47123989,10.275,11.209,ppN,0.708,5150,G5,3.396658,0.4712488,0,2-111-1     ,2.54552E+18,3.3969264,0.405,0.47102138,0.252,10.68,0.5,64.437,1.704,-54.576,0.864,1,1747763.8,5287.9487,9.919,NOT_AVAILABLE
0.095774,2.640465,0.775693,2,268,1,2.64046525,0.77569322,10.156,10.722,mc5,0.259,6440,F6/7 V,2.6404505,0.7757153,0,2-268-1     ,2.54635E+18,2.640366,0.415,0.7756451,0.253,5.43,0.49,-20.252,1.377,-16.84,0.732,0,1570055.2,3483.37,10.035,NOT_AVAILABLE
0.040788,3.146914,1.804434,2,418,1,3.14691395,1.80443404,10.771,11.722,ppN,0.834,5150,G5,3.1469152,1.8044453,0,2-418-1     ,2.5467E+18,3.1470296,0.793,1.804104,0.306,9.71,0.9,27.511,1.855,-81.929,0.865,1,1121577.8,1070.7256,10.4,NOT_AVAILABLE
0.009632,4.477741,0.377825,2,715,1,4.47774093,0.37782532,8.86,9.519,mc5,2.815,5860,G2 V,4.4777436,0.3778245,1437,,2.54556E+18,4.479122,0.258,0.37823918,0.151,15.01,0.36,330.895,0.07,99.521,0.043,1,5484619.5,5069.5884,8.677,NOT_AVAILABLE
0.014842,4.332533,0.589855,2,917,1,4.33253327,0.5898552,9.025,9.684,mc5,1.007,5860,G2/3 V,4.332531,0.5898586,1385,,2.54558E+18,4.3322706,0.33,0.58944774,0.196,9.25,0.48,-62.448,0.063,-98.608,0.04,1,5070418.5,11698.416,8.762,NOT_AVAILABLE
0.006184,4.819309,0.520574,2,957,1,4.81930875,0.52057351,7.946,8.362,mc5,0.073,7200,F0/2 V,4.8193073,0.5205744,1545,,2.54556E+18,4.819291,0.29,0.5205422,0.16,10.97,0.36,-3.939,0.046,-7.726,0.027,0,1.23E+07,4920.4307,7.798,NOT_AVAILABLE
0.028763,2.669678,2.055537,2,1064,1,2.66967782,2.05553676,7.56,8.063,mc5,0.189,6440,F(6) V,2.669681,2.0555444,870,,2.54677E+18,2.6696284,0.341,2.055624,0.236,17.65,0.4,-12.633,0.041,19.094,0.027,1,1.84E+07,9338.234,7.364,NOT_AVAILABLE
0.037345,4.71466,0.070161,2,1089,1,4.71466031,0.07016079,9.624,10.165,mc5,0.35,6030,G0 V,4.7146587,0.0701713,0,2-1089-1    ,2.54532E+18,4.714526,0.333,0.07005158,0.169,7.95,0.37,-31.835,0.997,-28.729,0.546,1,2870540.2,5163.7344,9.38,NOT_AVAILABLE
0.036769,4.369887,0.321233,2,1127,1,4.36988689,0.32123272,7.882,8.482,mc5,0.911,6200,F8 V,4.3698773,0.3212363,1397,,2.54553E+18,4.3699474,0.233,0.32168335,0.134,10.35,0.26,16.756,0.081,107.283,0.048,1,1.39E+07,7810.093,7.664,NOT_AVAILABLE
0.021882,4.422833,1.323825,2,1209,1,4.42283344,1.32382507,9.356,9.971,mc5,0.551,6440,F6/7 V,4.4228387,1.3238271,0,2-1209-1    ,2.54717E+18,4.423116,0.305,1.3238614,0.166,6.8,0.35,66.576,0.71,8.237,0.433,0,3496846.5,2051.4846,9.166,NOT_AVAILABLE
0.012921,4.98795,1.582559,2,1237,1,4.98794972,1.58255918,7.735,8.86,mc5,0.07,4750,K0 III,4.9879465,1.5825582,1596,,2.5472E+18,4.9879227,0.226,1.582581,0.14,5.08,0.27,-5.711,0.062,5.511,0.03,1,1.94E+07,10358.992,7.305,NOT_AVAILABLE
